Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,2017-10-06T12:45:00Z,Warning,Male,Traffic Sign/Signal,5700 Drexel,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,2017-10-06T16:38:00Z,Warning,Male,moving violation,1100 E 54th,African American,Failure to yield to CTA bus in intersection,No
N/A,2017-10-06T23:54:00Z,Warning,Male,Lane Violation,6400 S Dante,African American,Wrong way on one way street,No
N/A,2017-10-07T19:58:00Z,Warning,Male,Lane Violation,1326 E 53rd,African American,Improper U-Turn,No
N/A,2017-10-07T21:48:00Z,Warning,Male,Traffic Sign/Signal,5933 S Woodlawn,African American,Disobeyed Stop Sign,No
N/A,2017-10-08T02:12:00Z,Warning,Male,Traffic Sign/Signal,1450 E 55th,African American,Ran stop sign,No
N/A,2017-10-08T09:51:00Z,Warning,Male,moving violation,5500 S Ellis,African American,Failure to yield to authorized emergency vehicle,No
N/A,2017-10-08T19:45:00Z,Warning,Male,Traffic Sign/Signal,5224 S Lake Park,Asian,Disobeyed traffic control device,No
N/A,2017-10-09T10:53:00Z,Warning,Male,Traffic Sign/Signal,5100 S Blackstone,African American,Disobeyed traffic control device,No
N/A,2017-10-09T15:44:00Z,Warning,Male,Traffic Sign/Signal,5506 S Lake Park,African American,Ran stop sign,No
N/A,2017-10-09T16:17:00Z,Warning,Male,moving violation,5627 S Lake Park,Caucasian,Improper use of electronic communication device,No
One citation issued,2017-10-10T16:47:00Z,Citation,Male,Lane Violation,5535 S Cornell,Caucasian,Wrong way on one way street,No
N/A,2017-10-11T16:53:00Z,Warning,Female,Traffic Sign/Signal,5200 S Blackstone,African American,Ran stop sign,No
N/A,2017-10-11T16:57:00Z,Warning,Male,Traffic Sign/Signal,6100 S Cottage Grove,African American,Ran stop sign,No
N/A,2017-10-12T11:20:00Z,Warning,Male,Traffic Sign/Signal,5400 S Woodlawn,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,2017-10-13T14:51:00Z,Warning,Female,Traffic Sign/Signal,5300 Greenwood,African American,Ran stop sign,No
N/A,2017-10-14T16:39:00Z,Warning,Female,Lane Violation,5800 Kimbark,African American,Wrong way on a one way street,No
N/A,2017-10-15T19:53:00Z,Warning,Male,Traffic Sign/Signal,5400 S Drexel,Caucasian,Ran stop sign,No
N/A,2017-10-15T15:21:00Z,Warning,Male,Traffic Sign/Signal,5400 Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2017-10-15T09:49:00Z,Warning,Male,Traffic Sign/Signal,5300 Kenwood,African American,Ran stop sign,No
N/A,2017-10-17T15:20:00Z,Warning,Male,Lane Violation,1226 E 53rd,Asian,Wrong way on one way street,No
N/A,2017-10-18T14:26:00Z,Warning,Male,Traffic Sign/Signal,5600 Lake Park,African American,Ran stop sign,No
N/A,2017-10-18T14:44:00Z,Warning,Male,moving violation,5600 Kimbark,African American,Using cell phone while driving,No
One citation issued,2017-10-18T16:23:00Z,Citation,Female,Equipment,Midway Plaisance and Stony Island,African American,Failure to secure child in seat,No
N/A,2017-10-18T17:13:00Z,Warning,Female,Traffic Sign/Signal,5737 Kimbark,African American,Ran stop sign,No
N/A,2017-10-18T19:53:00Z,Warning,Male,Lane Violation,5300 S Kenwood,African American,Wrong way on one way street,No
N/A,2017-10-19T16:00:00Z,Warning,Female,Lane Violation,5828 Drexel,Caucasian,Right turn in front of CTA bus,No
N/A,2017-10-19T21:05:00Z,Warning,Male,Traffic Sign/Signal,5300 S Hyde Park,African American,Speeding,No
N/A,2017-10-20T03:31:00Z,Warning,Male,Lane Violation,4700 S Lake Park,African American,Improper lane usage,No
N/A,2017-10-20T15:52:00Z,Warning,Male,Traffic Sign/Signal,6000 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2017-10-20T20:00:00Z,Warning,Male,Lane Violation,1150 E 62nd,African American,Wrong way on one way street,No
N/A,2017-10-20T20:08:00Z,Warning,Female,Traffic Sign/Signal,5200 S Drexel,Asian,Ran stop sign,No
N/A,2017-10-21T19:47:00Z,Warning,Male,Traffic Sign/Signal,6310 S Ingleside,African American,Ran stop sign,No
N/A,2017-10-21T20:33:00Z,Warning,Female,Lane Violation,5200 S Ingleside,Asian,Ran stop sign,No
N/A,2017-10-21T21:41:00Z,Warning,Male,Lane Violation,5600 S Cottage Grove,Caucasian,Wrong way on one way street,No
N/A,2017-10-21T22:17:00Z,Warning,Male,Traffic Sign/Signal,5300 S Cornell,African American,Ran red light,No
N/A,2017-10-22T19:26:00Z,Warning,Male,Lane Violation,5700 S Harper,African American,Wrong way on one way street,No
N/A,2017-10-24T14:37:00Z,Warning,Male,Lane Violation,6228 Drexel,African American,Wrong way on one way street,No
N/A,2017-10-26T23:31:00Z,Warning,Male,Traffic Sign/Signal,5700 S Ellis,African American,Ran stop sign,No
N/A,2017-10-27T17:32:00Z,Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2017-10-27T17:32:00Z,Warning,Female,Traffic Sign/Signal,5900 S University,Caucasian,Wrong way on one way street,No
N/A,2017-10-28T13:51:00Z,Warning,Male,Traffic Sign/Signal,4700 S Cottage Grove,African American,Ran red light,No
N/A,2017-10-28T16:45:00Z,Warning,Male,Traffic Sign/Signal,5500 Kenwood,Caucasian,Ran red light,No
Two citations issued,2017-10-31T16:05:00Z,Citation,Male,Lane Violation,6320 S Greenwood,African American,Improper lane usage,No
N/A,2017-10-31T21:39:00Z,Warning,Male,speed,6300 S Kimbark,African American,Speeding,No
N/A,2017-11-02T22:52:00Z,Warning,Female,Lane Violation,5400 S Dorchester,African American,Wrong way on a one way street,No
N/A,2017-11-02T23:06:00Z,Warning,Female,Traffic Sign/Signal,5500 S Ellis,African American,Ran red light,No
N/A,2017-11-03T17:00:00Z,Warning,Female,Traffic Sign/Signal,5500 S Harper,African American,Ran stop sign,No
N/A,2017-11-03T20:10:00Z,Warning,Female,Lane Violation,6230 S Drexel,African American,Improper turn,No
N/A,2017-11-05T02:24:00Z,Warning,Female,Traffic Sign/Signal,5300 S Ingleside,African American,Ran stop sign,No
N/A,2017-11-06T09:36:00Z,Warning,Female,Traffic Sign/Signal,5500 Ellis,African American,Ran red light,No
N/A,2017-11-06T15:17:00Z,Warning,Male,Traffic Sign/Signal,5300 Greenwood,Hispanic,Ran stop sign,No
N/A,2017-11-07T12:25:00Z,Warning,Male,Traffic Sign/Signal,5300 University,Caucasian,Ran red light,No
N/A,2017-11-07T17:15:00Z,Warning,Female,Lane Violation,5500 Dorchester,Asian,Improper right turn in front of bus,No
N/A,2017-11-07T17:49:00Z,Warning,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Ran red light,No
N/A,2017-11-08T10:45:00Z,Warning,Male,Traffic Sign/Signal,5200 S. Kenwood,African American,Disobeyed Stop Sign,No
N/A,2017-11-09T11:17:00Z,Warning,Male,Traffic Sign/Signal,5300 S Kimbark,African American,Disobeyed traffic control device,No
N/A,2017-11-09T21:36:00Z,Warning,Male,Traffic Sign/Signal,5900 S Woodlawn,Asian,Disobeyed traffic control device,No
N/A,2017-11-10T16:29:00Z,Warning,Male,Traffic Sign/Signal,800 Midway Plaisance,African American,Ran red light,No
N/A,2017-11-10T20:00:00Z,Warning,Male,Lane Violation,5300 S Lake Park,African American,Failure to yield when entering traffic lane,No
N/A,2017-11-10T21:52:00Z,Warning,Male,Traffic Sign/Signal,5500 S Dorchester,African American,Ran stop sign,No
N/A,2017-11-10T22:11:00Z,Warning,Male,Traffic Sign/Signal,5214 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2017-11-11T01:36:00Z,Warning,Female,Traffic Sign/Signal,5205 S Woodlawn,African American,Disobeyed traffic control device,No
Two citations issued,2017-11-11T14:36:00Z,Citation,Female,Traffic Sign/Signal,5550 S Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2017-11-11T21:21:00Z,Warning,Male,moving violation,5500 S Woodlawn,African American,Using cell phone while driving,No
N/A,2017-11-11T23:32:00Z,Warning,Male,Traffic Sign/Signal,5235 S Drexel,African American,Ran red light,No
N/A,2017-11-12T20:19:00Z,Warning,Female,Lane Violation,5600 S Drexel,Caucasian,Wrong way on one way road,No
N/A,2017-11-12T21:33:00Z,Warning,Male,Traffic Sign/Signal,1100 E 57th,African American,Disobeyed traffic control device,No
N/A,2017-11-13T15:30:00Z,Warning,Male,Lane Violation,5200 S Dorchester,African American,Wrong way on one way road,No
N/A,2017-11-14T09:37:00Z,Warning,Male,Lane Violation,1000 E 63rd St,African American,Failure to signal,No
N/A,2017-11-14T00:07:00Z,Warning,Male,Traffic Sign/Signal,1055 E 51st,African American,Disobeyed traffic control device,No
N/A,2017-11-14T17:58:00Z,Warning,Male,Lane Violation,5200 S Dorchester,African American,Wrong way on one way road,No
N/A,2017-11-14T20:44:00Z,Warning,Male,Traffic Sign/Signal,5000 S Woodlawn,Caucasian,Ran stop sign,No
N/A,2017-11-16T22:29:00Z,Warning,Female,Traffic Sign/Signal,5400 S Lake Park,African American,Ran stop sign,No
N/A,2017-11-17T22:11:00Z,Warning,Female,Lane Violation,6300 S Kenwood,African American,Wrong way on one way road,No
N/A,2017-11-17T23:55:00Z,Warning,Female,Traffic Sign/Signal,5700 S Stony Island,African American,Ran stop sign,No
N/A,2017-11-18T15:27:00Z,Warning,Male,moving violation,1100 E 57th,African American,Driving on sidewalk,No
N/A,2017-11-18T20:45:00Z,Warning,Female,Lane Violation,5700 S Blackstone,Caucasian,Wrong way on one way road,No
N/A,2017-11-18T21:35:00Z,Warning,Male,Traffic Sign/Signal,5100 S Blackstone,African American,Ran stop sign,No
One citation issued,2017-11-18T23:10:00Z,Citation,Male,Traffic Sign/Signal,5300 S Kimbark,Caucasian,Ran stop sign,No
One citation issued,2017-11-19T02:52:00Z,Citation,Male,Traffic Sign/Signal,5500 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,2017-11-19T14:14:00Z,Warning,Male,Traffic Sign/Signal,5400 S University,African American,Ran stop sign,No
N/A,2017-11-19T15:16:00Z,Warning,Female,Traffic Sign/Signal,6200 S Woodlawn,African American,Disobeyed traffic control device,No
Two citations issued,2017-11-19T16:12:00Z,Citation,Female,moving violation,5500 S Greenwood,African American,Failure to yield,No
N/A,2017-11-19T20:36:00Z,Warning,Male,Traffic Sign/Signal,6100 S Ellis,African American,Ran stop sign,No
One citation issued,2017-11-19T20:55:00Z,Citation,Male,Traffic Sign/Signal,5700 S Harper,Caucasian,Ran stop sign,No
Two citations issued,2017-11-20T17:24:00Z,Citation,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Ran red light,No
N/A,2017-11-20T20:10:00Z,Warning,Male,Traffic Sign/Signal,5700 S Dorchester,African American,Ran stop sign,No
N/A,2017-11-21T12:45:00Z,Warning,Male,Traffic Sign/Signal,1346 E. 53rd Street,African American,Ran red light,No
N/A,2017-11-21T21:31:00Z,Warning,Male,Traffic Sign/Signal,1554 E. 55th Street,African American,Disobeyed Stop Sign,No
N/A,2017-11-27T11:44:00Z,Warning,Male,Traffic Sign/Signal,4700 S Lake Park,African American,Ran stop sign,No
N/A,2017-11-29T14:45:00Z,Warning,Female,Traffic Sign/Signal,5505 S Shore Ave,African American,Ran stop sign,No
N/A,2017-11-29T19:02:00Z,Warning,Male,Lane Violation,5500 S Kimbark,African American,Wrong way on one way street,No
One citation issued,2017-11-29T21:27:00Z,Citation,Male,Traffic Sign/Signal,5500 S Lake Park,African American,Ran stop sign,No
N/A,2017-11-30T19:29:00Z,Warning,Male,Lane Violation,5500 S Lake Park,African American,Wrong way on one way street,No
N/A,2017-11-30T22:51:00Z,Warning,Female,Lane Violation,1400 E Midway Plaisance,African American,Improper turn,No
N/A,2017-12-01T09:36:00Z,Warning,Male,Lane Violation,6300 S Kimbark,African American,Improper lane usage,No
N/A,2017-12-01T15:21:00Z,Warning,Female,Traffic Sign/Signal,6100 S Kimbark,African American,Disobeyed traffic control device,No
N/A,2017-12-02T21:53:00Z,Warning,Female,Traffic Sign/Signal,5200 S Harper,Caucasian,Disobeyed traffic control device,No
N/A,2017-12-02T22:33:00Z,Warning,Female,Lane Violation,6100 S Kimbark,Caucasian,Wrong way on one way street,No
N/A,2017-12-03T01:27:00Z,Warning,Male,Traffic Sign/Signal,1554 E 55th,African American,Disobeyed traffic control device,No
N/A,2017-12-03T20:38:00Z,Warning,Female,Lane Violation,1312 E 53rd,African American,Improper U-Turn,No
N/A,2017-12-04T13:08:00Z,Warning,Male,Traffic Sign/Signal,1370 E 53rd,African American,Disobeyed traffic control device,No
N/A,2017-12-05T08:43:00Z,Warning,Male,Lane Violation,900 E 55th,African American,Improper lane usage,No
N/A,2017-12-06T16:24:00Z,Warning,Male,Traffic Sign/Signal,5200 S Drexel,African American,Ran stop sign,No
One citation issued,2017-12-07T08:08:00Z,Citation,Female,Traffic Sign/Signal,6146 S Dorchester,Hispanic,Ran stop sign,No
N/A,2017-12-07T13:16:00Z,Warning,Female,Lane Violation,5713 S Kenwood,Caucasian,Wrong way on one way road,No
N/A,2017-12-07T16:58:00Z,Warning,Male,Traffic Sign/Signal,4700 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,2017-12-08T23:19:00Z,Warning,Male,Lane Violation,5300 S Harper,Hispanic,Improper lane usage,No
N/A,2017-12-09T16:25:00Z,Warning,Male,moving violation,5444 S Drexel,Caucasian,Driving on sidewalk,No
Two citations issued,2017-12-14T07:28:00Z,Citation,Male,Traffic Sign/Signal,4700 S Lake Park,African American,Ran red light,No
N/A,2017-12-14T20:33:00Z,Warning,Male,Traffic Sign/Signal,6000 S Woodlawn,African American,Disobeyed traffic control device,No
N/A,2017-12-14T21:21:00Z,Warning,Male,moving violation,5200 S Blackstone,African American,Failure to yield to oncoming traffic,No
Two citations issued,2017-12-16T00:16:00Z,Citation,Male,Traffic Sign/Signal,5300 S Harper,African American,Ran red light,No
One citation issued,2017-12-16T01:34:00Z,Citation,Male,Traffic Sign/Signal,5500 S Blackstone,Caucasian,Disobeyed traffic control device,No
N/A,2017-12-17T13:47:00Z,Warning,Male,Traffic Sign/Signal,5400 S Woodlawn,African American,Ran stop sign,No
N/A,2017-12-17T20:15:00Z,Warning,Female,Lane Violation,5200 S Kenwood,African American,Wrong way on one way road,No
N/A,2017-12-18T16:38:00Z,Warning,Female,Lane Violation,5300 S Lake Park,African American,Improper U-Turn,No
N/A,2017-12-19T21:35:00Z,Warning,Female,Traffic Sign/Signal,5200 S Drexel,African American,Disobeyed traffic control device,No
N/A,2017-12-19T16:21:00Z,Warning,Male,Equipment,5300 S Dorchester,African American,Driving without brake lights,No
N/A,2017-12-19T16:47:00Z,Warning,Male,Lane Violation,5608 Stony Island,African American,Illegally passed bus during loading,No
One citation issued,2017-12-19T17:20:00Z,Citation,Male,Traffic Sign/Signal,5900 S Cottage Grove,African American,Ran red light,No
N/A,2017-12-19T20:27:00Z,Warning,Male,Lane Violation,4900 East End,Caucasian,Failure to signal,No
N/A,2017-12-20T00:05:00Z,Warning,Male,Lane Violation,5100 S Dorchester,African American,Failure to signal,No
N/A,2017-12-20T00:05:00Z,Warning,Male,Lane Violation,5100 S Dorchester,African American,Failure to signal,No
One citation issued,2017-12-20T20:16:00Z,Citation,Female,Traffic Sign/Signal,5000 S Cornell,Hispanic,Disobeyed traffic control device,No
Two citations issued,2017-12-21T00:05:00Z,Citation,Female,Lane Violation,6000 S KIMBARK,African American,Wrong way on one way street,No
N/A,2017-12-21T12:00:00Z,Warning,Female,Lane Violation,1400 E. MIDWAY PLAISANCE,African American,Improper lane usage,No
N/A,2017-12-21T16:46:00Z,Warning,Female,Lane Violation,5500 S. KENWOOD,African American,Improper lane usage,No
Two citations issued,2017-12-22T21:49:00Z,Citation,Male,Traffic Sign/Signal,5319 S Ellis,African American,Ran stop sign,Yes
N/A,2017-12-24T16:05:00Z,Warning,Male,Traffic Sign/Signal,5300 S University,African American,Disobeyed traffic control device,No
N/A,2017-12-24T22:02:00Z,Warning,Male,Traffic Sign/Signal,55th and Cottage Grove,African American,Ran stop sign,No
N/A,2017-12-25T18:53:00Z,Warning,Female,Lane Violation,950 E 59th,African American,Wrong way on one way road,No
N/A,2017-12-26T12:00:00Z,Warning,Female,Traffic Sign/Signal,5500 S Payne Dr.,African American,Ran stop sign,No
N/A,2017-12-26T15:06:00Z,Warning,Female,Traffic Sign/Signal,5500 S Ingleside,African American,Disobeyed traffic control device,No
N/A,2017-12-27T14:59:00Z,Warning,Male,Traffic Sign/Signal,5100 S Ingleside,African American,Disobeyed traffic control device,No
N/A,2017-12-28T16:55:00Z,Warning,Male,moving violation,5625 S. ELLIS,Caucasian,Driving on sidewalk,No
N/A,2017-12-29T04:28:00Z,Warning,Male,Traffic Sign/Signal,5300 S. CORNELL,African American,Disobeyed traffic control device,No
N/A,2017-12-29T06:55:00Z,Warning,Male,Traffic Sign/Signal,5900 S Cottage Grove,African American,Disobeyed traffic control device,No
N/A,2017-12-29T08:37:00Z,Warning,Female,Traffic Sign/Signal,5300 S Blackstone,African American,Ran stop sign,No
N/A,2017-12-29T13:58:00Z,Warning,Female,Traffic Sign/Signal,5100 S Kenwood,Asian,Ran stop sign,No
N/A,2017-12-31T10:10:00Z,Warning,Female,Traffic Sign/Signal,6100 S Woodlawn,African American,Ran stop sign,No
N/A,2017-12-31T12:40:00Z,Warning,Male,Traffic Sign/Signal,5700 S Woodlawn,African American,Ran stop sign,No
One citation issued,2017-12-31T22:18:00Z,Citation,Female,Traffic Sign/Signal,6000 S Dorchester,African American,Ran stop sign,No
One citation issued,2018-01-01T00:11:00Z,Citation,Male,Lane Violation,5600 S Kimbark,Caucasian,Wrong way on one way road,No
One citation issued,2018-01-01T01:37:00Z,Citation,Male,Traffic Sign/Signal,5900 S Woodlawn,African American,Ran stop sign,No
One citation issued,2018-01-01T11:53:00Z,Citation,Male,Traffic Sign/Signal,4700 S Drexel,African American,Ran stop sign,No
N/A,2018-01-01T20:16:00Z,Warning,Male,Traffic Sign/Signal,5200 S Lake Park,Asian,Disobeyed traffic control device,No
N/A,2018-01-01T21:01:00Z,Warning,Female,Traffic Sign/Signal,5300 S Ingleside,African American,Disobeyed traffic control device,No
N/A,2018-01-01T21:17:00Z,Warning,Male,Traffic Sign/Signal,5500 S Cottage Grove,African American,Disobeyed traffic control device,No
Two citations issued,2018-01-02T01:10:00Z,Citation,Female,license plate/registration,5500 S Payne Dr.,African American,Improper display of license plate,No
N/A,2018-01-02T14:33:00Z,Warning,Male,moving violation,1613 E 53rd,African American,Using cell phone while driving,No
N/A,2018-01-03T02:22:00Z,Warning,Male,Traffic Sign/Signal,5500  S Kenwood,Asian,Disobeyed traffic control device,No
N/A,2018-01-03T09:22:00Z,Warning,Male,Traffic Sign/Signal,5100 S Payne,African American,Ran stop sign,No
N/A,2018-01-03T11:21:00Z,Warning,Female,Traffic Sign/Signal,Midway Plaisance and Payne Drive,African American,Improper turn,No
N/A,2018-01-03T18:16:00Z,Warning,Male,Lane Violation,6300 S Ingleside,African American,Wrong way on one way road,No
N/A,2018-01-04T08:53:00Z,Warning,Female,Lane Violation,5235 S Blackstone,African American,Improper lane usage,No
N/A,2018-01-04T11:54:00Z,Warning,Female,Traffic Sign/Signal,5500 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2018-01-04T12:28:00Z,Warning,Male,license plate/registration,5316 S Harper,Asian,Vehicle missing license plates,No
N/A,2018-01-04T13:04:00Z,Warning,Male,Lane Violation,1000 E Midway Plaisance,African American,Improper lane usage,No
N/A,2018-01-04T16:32:00Z,Warning,Male,Lane Violation,1100 E 57th,African American,Improper lane usage,No
N/A,2018-01-04T16:48:00Z,Warning,Male,Traffic Sign/Signal,5800 S Woodlawn,African American,Disobeyed traffic control device,No
One citation issued,2018-01-04T19:59:00Z,Citation,Male,Traffic Sign/Signal,5300 S Kimbark,African American,Ran red light,No
N/A,2018-01-04T20:50:00Z,Warning,Male,moving violation,1335 E 55th,African American,Failure to yield to right of way,No
N/A,2018-01-04T21:07:00Z,Warning,Male,Traffic Sign/Signal,6300 S Greenwood,African American,Ran red light,No
N/A,2018-01-04T22:56:00Z,Warning,Female,Traffic Sign/Signal,5300 S Ellis,African American,Disobeyed traffic control device,No
N/A,2015-01-05T14:37:00Z,Warning,Male,Lane Violation,5600 Lake Park,Caucasian,Improper lane change,No
Three citations issued,2018-01-05T15:28:00Z,Citation,Male,Traffic Sign/Signal,1300 Hyde Park,Hispanic,Ran stop sign,No
N/A,2018-01-05T22:53:00Z,Warning,Male,Traffic Sign/Signal,5500 S Woodlawn,Asian,Ran red light,No
N/A,2018-01-06T09:50:00Z,Warning,Male,Traffic Sign/Signal,5824 Blackstone,African American,Ran stop sign,No
N/A,2018-01-06T12:44:00Z,Warning,Male,Traffic Sign/Signal,6100 Dorchester,Caucasian,Ran stop sign,No
N/A,2018-01-06T18:10:00Z,Warning,Male,Equipment,Midway Plaisance at Ellis,African American,Operating vehicle in hazardous conditions without headlights when required,No
N/A,2018-01-07T15:42:00Z,Warning,Male,Traffic Sign/Signal,5900 S Woodlawn,African American,Ran stop sign,No
N/A,2018-01-07T16:07:00Z,Warning,Male,Lane Violation,5801 S Woodlawn,African American,Wrong way on a one way street,No
N/A,2018-01-08T09:12:00Z,Warning,Female,Traffic Sign/Signal,5630 S Ellis,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2018-01-08T09:39:00Z,Warning,Female,Traffic Sign/Signal,6300 S University,Asian,Disobeyed traffic control device,No
N/A,2018-01-08T09:42:00Z,Warning,Male,Traffic Sign/Signal,5800 S Woodlawn,Caucasian,Disobeyed Stop Sign,No
N/A,2018-01-08T11:46:00Z,Warning,Female,moving violation,4700 S Cottage Grove,African American,Failure to yield to authorized emergency vehicle,No
N/A,2018-01-08T16:53:00Z,Warning,Male,Traffic Sign/Signal,5600 S Dorchester,African American,Ran stop sign,No
Two citations issued,2018-01-08T21:38:00Z,Citation,Male,Traffic Sign/Signal,5300 S Kenwood,African American,Ran stop sign,No
N/A,2018-01-08T22:59:00Z,Warning,Male,Traffic Sign/Signal,1457 E 53rd,African American,Disobeyed traffic control device,No
Two citations issued,2018-01-08T23:14:00Z,Citation,Male,Traffic Sign/Signal,5400 S Woodlawn,African American,Ran red light,No
N/A,2018-01-09T07:27:00Z,Warning,Female,Lane Violation,5700 S Ellis,African American,Improper overtaking,No
N/A,2018-01-09T09:23:00Z,Warning,Male,Traffic Sign/Signal,6000 S Cottage Grove,African American,Disobeyed traffic control device,No
N/A,2018-01-09T11:53:00Z,Warning,Male,Traffic Sign/Signal,1000 E Midway Plaisance,African American,Ran stop sign,No
N/A,2018-01-09T12:11:00Z,Warning,Male,Lane Violation,5500 S Lake Park,Caucasian,Wrong way on a one way street,No
N/A,2018-01-09T13:01:00Z,Warning,Male,Lane Violation,5700 S Stony Island,African American,Improper passing,No
N/A,2018-01-09T14:43:00Z,Warning,Female,Traffic Sign/Signal,800 E Midway Plaisance,African American,Disobeyed traffic control device,No
N/A,2018-01-09T20:50:00Z,Warning,Male,Lane Violation,5300 S Harper,African American,Illegal U-Turn,No
N/A,2018-01-09T22:46:00Z,Warning,Male,Lane Violation,5400 S Lake Park,Asian,Wrong way on one way road,No
N/A,2018-01-09T23:32:00Z,Warning,Female,Traffic Sign/Signal,5500 S Greenwood,Caucasian,Ran stop sign,No
N/A,2018-01-10T21:12:00Z,Warning,Male,Traffic Sign/Signal,5400 Greenwood,African American,Ran stop sign,No
N/A,2018-01-10T22:15:00Z,Warning,Male,Traffic Sign/Signal,5501 S Cottage Grove,African American,Ran stop sign,No
Two citations issued,2018-01-11T15:10:00Z,Citation,Female,Lane Violation,1460 E. 55th Street,African American,Improper lane usage,No
N/A,2018-01-11T17:27:00Z,Warning,Female,Traffic Sign/Signal,6000 S. Dorchester,African American,Disobeyed Stop Sign,No
N/A,2018-01-11T20:49:00Z,Warning,Female,moving violation,5100 S. Woodlawn,African American,Wrong way on one way street,No
N/A,2018-01-11T20:59:00Z,Warning,Female,Traffic Sign/Signal,5700 S. Stony Island,Caucasian,Disobeyed Stop Sign,No
N/A,2018-01-11T22:51:00Z,Warning,Female,Traffic Sign/Signal,5900 S. Ellis,Caucasian,Disobeyed traffic control device,No
N/A,2018-01-12T00:31:00Z,Warning,Female,moving violation,5100 S. Cottage Grove,African American,Driving without headlights,No
N/A,2018-01-12T03:09:00Z,Warning,Female,moving violation,5500 S. Greenwood,African American,Driving without headlights,No
N/A,2018-01-12T12:22:00Z,Warning,Male,Traffic Sign/Signal,4700 S Cornell,Asian,Ran stop sign,No
N/A,2018-01-12T12:42:00Z,Warning,Male,speed,5900 S Woodlawn,African American,Speeding,No
N/A,2018-01-12T14:43:00Z,Warning,Female,Traffic Sign/Signal,5300 S Lake Park,African American,Ran stop sign,No
N/A,2018-01-12T15:05:00Z,Warning,Male,Traffic Sign/Signal,5900 S Midway Plaisance,African American,Failure to yield to pedestrian in crosswalk,No
N/A,2018-01-12T15:49:00Z,Warning,Female,Lane Violation,5900 S Midway Plaisance,African American,Improper lane usage,No
N/A,2018-01-12T15:55:00Z,Warning,Male,Traffic Sign/Signal,4900 S Greenwood,African American,Ran stop sign,No
Two citations issued,2018-01-12T16:49:00Z,Citation,Male,Lane Violation,6400 S Cottage Grove,African American,Improper lane usage,No
N/A,2018-01-12T16:50:00Z,Warning,Female,Traffic Sign/Signal,5500 S Blackstone,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,2018-01-12T17:42:00Z,Warning,Male,Traffic Sign/Signal,5300 S Ellis,African American,Ran red light,No
N/A,2018-01-12T17:44:00Z,Warning,Male,Lane Violation,5800 S University,Caucasian,Improper lane usage,No
One citation issued,2018-01-12T19:34:00Z,Citation,Male,Traffic Sign/Signal,5500 S Dorchester,African American,Ran stop sign,No
N/A,2018-01-12T20:25:00Z,Warning,Female,Lane Violation,5300 S Kimbark,African American,Improper U-Turn,No
N/A,2018-01-13T08:18:00Z,Warning,Male,Traffic Sign/Signal,5800 S Cottage Grove,African American,Ran red light,No
N/A,2018-01-13T09:57:00Z,Warning,Male,Traffic Sign/Signal,5100 S Blackstone,African American,Ran stop sign,No
One citation issued,2018-01-13T10:19:00Z,Citation,Female,speed,1400 E Midway Plaisance,African American,Speeding,No
N/A,2018-01-13T11:24:00Z,Warning,Female,speed,1332 E Midway Plaisance,African American,Speeding,No
N/A,2018-01-13T11:43:00Z,Warning,Female,speed,1600 E Midway Plaisance,African American,Speeding,No
One citation issued,2018-01-13T12:19:00Z,Citation,Male,speed,6000 S Cornell,African American,Speeding,No
N/A,2018-01-13T13:13:00Z,Warning,Male,Traffic Sign/Signal,5100 S Cornell,African American,Ran stop sign,No
N/A,2018-01-13T13:45:00Z,Warning,Male,Traffic Sign/Signal,4300 S Drexel,African American,Ran red light,No
One citation issued,2018-01-13T15:16:00Z,Citation,Female,speed,1400 E Midway Plaisance,African American,Speeding,No
Two citations issued,2018-01-13T15:19:00Z,Citation,Female,speed,1501 E Midway Plaisance,African American,Speeding,No
N/A,2018-01-13T15:59:00Z,Warning,Female,Lane Violation,5800 S Stony Island,African American,Improper lane usage,No
N/A,2018-01-13T16:14:00Z,Warning,Female,license plate/registration,6000 S Stony Island,African American,No valid registration,No
N/A,2018-01-13T16:52:00Z,Warning,Male,Lane Violation,5500 S Lake Park,African American,Improper lane usage,No
N/A,2018-01-13T17:04:00Z,Warning,Male,Equipment,5500 S Woodlawn,Hispanic,Driving without headlights,No
Two citations issued,2018-01-13T20:41:00Z,Citation,Male,license plate/registration,1226 E 53rd,African American,Expired registration,No
