,Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
1484,N/A,11/21/2018 8:49 AM,Verbal Warning,Female,Lane Violation,950 E. 9th Street,African American,Improper lane usage,No
1485,N/A,11/21/2018 9:24 AM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,Asian,Disobeyed Stop Sign,No
1486,N/A,11/21/2018 11:31 AM,Verbal Warning,Female,Traffic sign/signal,5500 S. Cornell,Caucasian,Disobeyed traffic control device,No
1487,N/A,11/21/2018 4:34 PM,Verbal Warning,Female,Traffic sign/signal,5900 S. Cottage Grove,African American,Disobeyed traffic control device,No
1488,N/A,11/21/2018 4:53 PM,Verbal Warning,Female,Lane Violation,6400 S. Cottage Grove,African American,Improper Turn,No
1489,N/A,11/21/2018 6:49 PM,Verbal Warning,Female,Traffic sign/signal,6100 S. Cottage Grove,African American,Red Light Violation,No
1490,N/A,11/21/2018 6:55 PM,Verbal Warning,Male,Traffic sign/signal,"5624 S, Woodlawn",African American,Disobeyed Stop Sign,No
1491,N/A,11/21/2018 8:08 PM,Verbal Warning,Male,Traffic sign/signal,5600 S. Cottage Grove,Asian,Red Light Violation,No
1492,N/A,11/21/2018 9:13 PM,Verbal Warning,Female,Moving Violation - Other,5500 S . Lake Park,African American,Cell phone violation,No
1493,N/A,11/21/2018 10:12 PM,Verbal Warning,Female,Lane Violation,5500 S. University,Caucasian,Wrong way on one way street,No
1494,N/A,11/22/2018 12:23 AM,Verbal Warning,Female,Lane Violation,1525 E. 53rd Street,African American,Wrong way on one way street,No
1495,N/A,11/22/2018 12:26 AM,Verbal Warning,Male,Lane Violation,5500 S. Ingleside,African American,No Turn Signal,No
1496,N/A,11/23/2018 1:11 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kimbark,African American,Red Light Violation,No
1497,N/A,11/23/2018 6:39 AM,Verbal Warning,Male,Lane Violation,4850 S. Lake Park,Caucasian,Improper lane usage,No
1498,N/A,11/23/2018 11:53 AM,Verbal Warning,Female,Moving Violation - Other,5600 S. Hyde Park Blvd,African American,Cell phone violation,No
1499,N/A,11/23/2018 1:49 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Lake Park,Caucasian,Red Light Violation,No
1500,N/A,11/23/2018 2:07 PM,Verbal Warning,Male,Moving Violation - Other,1648 E. 53rd Street,Caucasian,Cell phone violation,No
1501,N/A,11/23/2018 2:28 PM,Verbal Warning,Female,Traffic sign/signal,5700 S. Cottage Grove,African American,Red Light Violation,No
1502,Three citations issued,11/23/2018 4:15 PM,Citation Issued,Male,Lane Violation,1615 E. 56th Street,Caucasian,Wrong way on one way street,No
1503,N/A,11/23/2018 10:23 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Cottage Grove,African American,Disobeyed traffic control device,No
1504,N/A,11/24/2018 9:54 AM,Verbal Warning,Female,Traffic sign/signal,1624 E. 54th Street,African American,Disobeyed Stop Sign,No
1505,N/A,11/24/2018 11:21 AM,Verbal Warning,Male,Traffic sign/signal,1257 E. Midway Plaisance,African American,Disobeyed Stop Sign,No
1506,N/A,11/24/2018 8:33 PM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,African American,Disobeyed Stop Sign,No
1507,N/A,11/24/2018 9:38 PM,Verbal Warning,Female,Lane Violation,5800 S. Kimbark,Asian,Wrong way on one way street,No
1508,N/A,11/25/2018 8:33 AM,Verbal Warning,Male,Traffic sign/signal,5477 S. Hyde Park Blvd,African American,Red Light Violation,No
1509,N/A,11/25/2018 11:00 AM,Verbal Warning,Female,Lane Violation,5900 S. Dorchester,Caucasian,Wrong way on one way street,No
1510,N/A,11/26/2018 4:48 PM,Verbal Warning,Male,Moving Violation - Other,1346 E 53rd Street,Caucasian,Passed School Bus - Loading or Unloading,No
1511,N/A,11/26/2018 6:54 PM,Verbal Warning,Male,Lane Violation,936 E 54th,Caucasian,Wrong way down one way,No
1512,Two Citations issued,11/27/2018 6:36 PM,Citation Issued,Male,Traffic sign/signal,6000 S Dorchester,African American,Stop Sign Violation,No
1513,N/A,11/27/2018 2:21 AM,Verbal Warning,Male,Traffic sign/signal,5100 S Harper,African American,Red light violation,No
1514,N/A,11/28/2018 8:23 PM,Verbal Warning,Male,Traffic Sign/Signal,1415 E 57th,Asian,Failed to stop at sign,No
1515,N/A,11/28/2018 9:03 PM,Verbal Warning,Male,Moving Violation � Other,5500 Drexel,African American,"Using electronic device while
driving",No
1516,N/A,11/28/2018 10:42 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 University,African American,Failed to stop at light,No
1517,N/A,11/28/2018 11:00 PM,Verbal Warning,Female,Traffic Sign/Signal,5900 Woodlawn,African American,Failed to stop at sign,No
1518,N/A,11/29/2018 9:15 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Cottage Grove,African American,Disobeyed Stop Sign,No
1519,Two Citations issued,11/29/2018 9:16 AM,Citation Issued,Male,Seatbelt,5528 S Hyde Park,African American,No seatbelt when required,No
1520,N/A,11/29/2018 12:15 PM,Verbal Warning,Male,Traffic Sign/Signal,5402 S. Hyde Park,African American,Disobey traffic control device,No
1521,N/A,11/29/2018 7:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 University,Asian,Failed to stop at sign,No
1522,N/A,11/29/2018 9:57 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Woodlawn,Asian,Failed to stop at sign,No
1523,N/A,11/30/2018 1:12 AM,Verbal Warning,Male,Lane Violation,5757 University,African American,Driving on sidewalk,No
1524,N/A,11/30/2018 2:16 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. KENWOOD,Caucasian,"Disobeyed Stop Sign, placed ped's
crossing street in danger",No
1525,N/A,11/30/2018 2:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. KIMBARK,African American,"Disobeyed Traffic Control Device,
blew through a solid red circular light",No
1526,N/A,11/30/2018 4:15 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Kenwood,Asian,disobey traffic control device,No
1527,N/A,11/30/2018 8:39 PM,Verbal Warning,Female,Moving Violation � Other,5100 S. Cornell,African American,Using Cell Phone,No
1528,N/A,12/1/2018 4:18 PM,Verbal Warning,Female,Traffic Sign/Signal,1606 E. 55th Street,African American,Disobeyed Stop Sign,No
1529,N/A,12/1/2018 8:00 PM,Verbal Warning,Male,Lane Violation,5500 S. Harper,Caucasian,Right Turn In Front of CTA Bus,No
1530,N/A,12/1/2018 11:13 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Shore Drive,Caucasian,Stop Sign Violation,No
1531,Two citations issued,12/2/2018 1:55 AM,Citation Issued,Male,Traffic Sign/Signal,5400 S. Woodlawn,African American,Red Light Violation,No
1532,N/A,12/2/2018 9:24 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Kenwood,African  American,Disobeying Stop Sign,No
1533,N/A,12/2/2018 10:29 AM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Kimbark,African American,Disobeying Stop Sign,No
1534,Two Citations issued,12/2/2018 6:30 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S. Lake Park,African American,No Turn On Red Violation,No
1535,N/A,12/2/2018 8:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Lake Park,Caucasian,No Turn On Red Violation,No
1536,N/A,12/3/2018 12:33 AM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. Woodlawn,African American,Stop Sign Violation,No
1537,N/A,12/3/2018 8:35 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 University,African American,Failed to stop at sign,No
1538,N/A,12/3/2018 8:42 PM,Verbal Warning,Female,Traffic Sign/Signal,5457 Hyde Park Blvd,African American,Failed to stop at sign,No
1539,N/A,12/3/2018 9:41 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 Greenwood,African American,failed to stop at light,No
1540,N/A,12/3/2018 10:47 PM,Verbal Warning,Male,Lane Violation,5400 Woodlawn,Caucasian,Driving past center lane,No
1541,N/A,12/3/2018 10:57 PM,Verbal Warning,Male,Equipment,5500 Cottage,African American,No headlights,No
1542,N/A,12/3/2018 11:11 PM,Verbal Warning,Male,Equipment,5300 Hyde Park,African American,No headlights,No
1543,N/A,12/4/2018 10:00 AM,Verbal Warning,Male,Traffic Sign/Signal,1227 E. 55th ST,Hispanic,Disobeyed red light,No
1544,N/A,12/4/22018 4:44 PM,Verbal Warning,Male,Equipment,5500 S. University,African American,Operating vehicle without headlights when required,No
1545,N/A,12/4/2018 6:18 PM,Verbal Warning,Female,Moving Violation � Other,5310 Woodlawn,African American,Failure to yield to oncoming traffic,No
1546,Two Citations issued,12/4/2018 8:28 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Kenwood,African American,Failed to stop at sign,No
1547,N/A,12/4/2018 9:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5429 Hyde Park,African American,Failed to stop at sign,No
1548,N/A,12/4/2018 10:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5426 Dorchester,Hispanic,Failed to stop at sign,No
1549,N/A,12/4/2018 11:29 PM,Verbal Warning,Male,Lane Violation,825 E 55th,African American,Driving over center lane,No
1550,N/A,12/5/2018 8:21 AM,Verbal Warning,Female,Traffic sign/signal,6400 S. Cottage Grove64,African American,Disobeyed traffic control device,No
1551,N/A,12/5/2018 9:24 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kenwood,African American,Red Light Violation,No
1552,N/A,12/5/2018 9:54 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Lake Park,Caucasian,Improper Turn,No
1553,N/A,12/6/2018 8:52 AM,Verbal Warning,Male,Traffic sign/signal,6400 s. Cottage Grove,African American,Improper Turn,No
1554,N/A,12/6/2018 2:32 PM,Verbal Warning,Male,Traffic sign/signal,1371 E. 55th Street,Asian,Disobeyed Stop Sign,No
1555,N/A,12/6/2018 3:50 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kimbark,African American,Disobeyed Stop Sign,No
1556,N/A,12/7/2018 11:33 AM,Verbal Warning,Female,Traffic Sign/Signal,1516 E. Hyde Park Blvd,Caucasian,Disobey Stopsign,No
1557,N/A,12/7/2018 9:38 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S Dorchester,African American,Disobeyed Stop Sign,No
1558,N/A,12/7/2018 9:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S Payne Dr,Hispanic,Disobeyed Red Light,No
1559,N/A,12/7/2018 10:12 PM,Verbal Warning,Male,Lane Violation,5114 S Woodlawn,Caucasian,Improper Passing,No
1560,N/A,12/7/2018 11:57 PM,Verbal Warning,Male,Moving Violation � Other,5100 S Dorchester,African American,Failure to Signal,No
1561,N/A,12/7/2018 3:21 AM,Verbal Warning,Male,Lane Violation,5300 S Drexel,Caucasian,Driving Wrong way on One Way,No
1562,N/A,12/4/2018 11:29 PM,Verbal Warning,Male,Lane Violation,825 E 55th,African American,Driving over center lane,No
1563,N/A,12/8/2018 9:55 AM,Verbal Warning,Female,Speed,1150 E Midway Plaisance,African American,Speeding,No
1564,N/A,12/8/2018 10:08 AM,Verbal Warning,Female,Speed,5300 S Dorchester,African American,Speeding,No
1565,Two Citations issued,12/8/2018 10:29 AM,Citation Issued,Male,Speed,1005 Midway Plaisance,African American,Speeding,No
1566,N/A,12/8/2018 11:14 AM,Verbal Warning,Female,Speed,1150 Midway Plaisance,African American,Speeding,No
1567,N/A,12/8/2018 10:39 PM,Verbal Warning,Male,Equipment,5300 S Kimbark,African American,Driving Without Headlights,No
1568,Two Citations issued,12/8/2018 11:34 PM,Citation Issued,Female,Equipment,5300 S Cottage Grove,African American,Driving Without Headlights,No
1569,N/A,12/8/2018 11:53 PM,Verbal Warning,Male,Lane Violation,6000 S Cottage Grove,African American,Driving Wrong way on One Way,No
1570,N/A,12/9/2018 12:20 AM,Verbal Warning,Female,Equipment,6000 S Cottage Grove,African American,Driving Without Headlights,No
1571,N/A,12/9/2018 12:37 AM,Verbal Warning,Male,Traffic Sign/Signal,1400 E 55th PL,African American,Disobeyed Stop Sign,No
1572,N/A,12/9/2018 9:27 AM,Verbal Warning,Female,Speed,1150 E. Midway Plaisance,African American,Speeding,No
1573,Two Citations issued,12/9/2018 9:53 AM,Citation Issued,Male,Speed,1130 E. Midway Plaisance,African American,Speeding,No
1574,N/A,12/9/2018 11:02 AM,Verbal Warning,Female,Speed,5913 S. Ellis Ave,African American,Speeding,No
1575,N/A,12/9/2018 1:46 PM,Verbal Warning,Male,Traffic Sign/Signal,5112 S. Cornell Ave,Caucasian,Stop Sign,No
1576,Two Citations issued,12/9/2018 5:28 PM,Citation Issued,Male,License Plate/Registration,5100 S. Lake Park Ave,Hispanic,Suspended Registration,No
1577,N/A,12/9/2018 8:09 PM,Verbal Warning,Female,Lane Violation,5000 S Lake Park,Asian,Illegal U-Turn,No
1578,N/A,12/9/2018 8:20 PM,Verbal Warning,Male,Traffic Sign/Signal,6300 S University,African American,Disobeyed Red Light,No
1579,N/A,12/10/2018 2:37 AM,Verbal Warning,Male,Lane Violation,5300 S Ingleside,African American,Driving Wrong way on One Way,No
1580,Two Citations issued,12/10/2018 10:03 AM,Citation Issued,Male,Lane Violation,5500 S. Kenwood,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
1581,N/A,12/10/2018 3:41 PM,Verbal Warning,Male,Lane Violation,5300 S. Cottage,Caucasian,Following too Closely,No
1582,N/A,12/10/2018 10:28 PM,Verbal Warning,Female,Traffic sign/signal,5800 S Blackstone,Hispanic,Stop Sign Violation,No
1583,One Citation Issued,12/10/2018 10:51 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S Cornell,African American,Red Light Violation,No
1584,N/A,12/11/2018 8:49 AM,Verbal Warning,Female,Traffic Sign/Signal,5730 S. Woodlawn,Asian,Disobeyed Stop Sign,No
1585,N/A,12/11/2018 8:53 AM,Verbal Warning,Female,Traffic Sign/Signal,5700 S. Ellis,Hispanic,Disobeyed Stop Sign,No
1586,N/A,12/11/2018 9:32 AM,Verbal Warning,Male,Lane Violation,5500 S. University,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
1587,N/A,12/11/2018 10:50 AM,Verbal Warning,Female,Lane Violation,6300 S. Cottage,African American,"Failure to Yield to Pedestrian in
Crosswalk",No
1588,N/A,12/11/2018 4:29 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Hyde Park,African American,Disobeyed Stop Sign,No
1589,N/A,12/11/2018 8:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Cornell,African American,Red Light Violation,No
1590,N/A,12/12/2018 9:34 AM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Greenwood,Caucasian,Disobeyed red light,No
1591,N/A,12/12/2018 11:22 AM,Verbal Warning,Female,Traffic Sign/Signal,Midway Plaisance/Blackstone,African American,Disobeyed red light,No
1592,N/A,12/12/2018 8:37 PM,Verbal Warning,Male,Traffic Sign/Signal,5730 S Drexel,African American,Disobeyed  Stop Sign,No
1593,Two Citations issued,12/12/2018 10:27 PM,Citation Issued,Male,Equipment,5500 S Shore Dr,Hispanic,Driving Without Headlights,No
1594,Two Citations issued,12/13/2018 5:24 AM,Citation Issued,Male,Traffic Sign/Signal,5100 S Woodlawn  Ave,African American,Disobeyed  Stop Sign,No
1595,N/A,12/15/2018 11:24 AM,Verbal Warning,Female,Traffic sign/signal,5700 S Harper,Caucasian,Disobeyed stop sign,No
1596,N/A,12/15/2018 5:47 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Hyde Park Blvd.,African American,Stop Sign Violation,No
1597,N/A,12/15/2018 8:41 PM,Verbal Warning,Female,Traffic Sign/Signal,5454 S. Shore Drive,African American,Stop Sign Violation,No
1598,N/A,12/15/2018 9:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Dorchester,African American,Stop Sign Violation,No
1599,N/A,12/15/2018 9:23 PM,Verbal Warning,Female,Lane Violation,5500 S. Woodlawn,African American,Wrong Way Down One-Way,No
1600,N/A,12/15/2018 9:50 PM,Verbal Warning,Male,Traffic Sign/Signal,1447 E 52nd Street,African American,Stop sign violation,No
1601,N/A,12/15/2018 10:08 PM,Verbal Warning,Male,Lane Violation,5600 S. Ellis,Caucasian,Wrong Way Down One-Way,No
1602,One Citation Issued,12/15/2018 11:50 PM,Citation Issued,Male,Traffic Sign/Signal,57th Drive & Everett,African American,Red light violation,No
1603,N/A,12/16/2018 12:53 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Kenwood,African American,Stop sign violation,No
1604,N/A,12/16/2018 11:14 AM,Verbal Warning,Female,Traffic Sign/Signal,5222 S. Lake Park,African American,Disobeyed Stop Sign,No
1605,N/A,12/16/2018 12:13 PM,Verbal Warning,Male,Traffic Sign/Signal,1520 E. 57th Street,African American,Disobeyed Stop Sign,No
1606,N/A,12/16/2018 12:22PM,Verbal Warning,Male,Lane Violation,5600 S. Lake Park,African American,Improper Lane Usage,No
1607,N/A,12/16/2018 3:39 PM,Verbal Warning,Male,Traffic Sign/Signal,1606 S. Hyde Park,Caucasian,Disobeyed Traffic Control Device,No
1608,N/A,12/16/2018 4:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5000 S. Cornell,African American,Disobeyed Stop Sign,No
1609,Two Citations issued,12/16/2018 6:28 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S. Woodlawn,African American,Improper Left Turn,No
1610,N/A,12/17/2018 8:53 PM,Verbal Warning,Female,Traffic sign/signal,6000 Woodlawn,African American,Failed to stop at sign,No
1611,N/A,12/18/2018 10:54 AM,Verbal Warning,Male,Traffic sign/signal,5100 S Drexel,African American,Disobeyed red light,No
1612,N/A,12/18/2018 1:01 PM,Verbal Warning,Male,Traffic sign/signal,4914 S Cornell,Caucasian,Disobeyed stop sign,No
1613,N/A,12/18/2018 9:55 PM,Verbal Warning,Male,Lane Violation,5015 Blackstone,African American,Failed to signal,No
1614,N/A,12/18/2018 10:24 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Kimbark,African American,Failed to stop at sign,No
1615,N/A,12/19/2018 12:49 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Ingleside,African American,Failed to stop at sign,No
1616,N/A,12/19/2018 2:35 PM,Verbal Warning,Male,Traffic Sign/Signal,1314 E 53rd,African American,Disobeyed traffic control signal,No
1617,N/A,12/19/2018 10:35 PM,Verbal Warning,Male,Traffic Sign/Signal,1310 E 53rd,African American,Stop Sign Violation,No
1618,N/A,12/20/2018 12:53 PM,Verbal Warning,Male,Traffic Sign/Signal,1155 E. 60th Street,African American,Disobeyed Stop Sign,No
1619,N/A,12/20/2018 1:07 PM,Verbal Warning,Female,Lane Violation,4700 S. Lake Park,African American,Improper U Turn,No
1620,Two citations issued,12/19/2018 2:36 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S. Woodlawn,African American,Disobeying Traffic Control Signal,No
1621,N/A,12/20/2018 3:49 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Stony Island,African American,Disobeyed Stop Sign,No
1622,N/A,12/20/2018 3:58 PM,Verbal Warning,Male,Lane Violation,6300 S. Cottage,African American,Improper Turn,No
1623,N/A,12/20/2018 9:01 PM,Verbal Warning,Male,Lane Violation,5400 S Woodlawn,Caucasian,Wrong way down one way,No
1624,N/A,12/21/2018 11:59 AM,Verbal Warning,Female,Traffic sign/signal,6000 S. Woodlawn,African American,Red Light Violation,No
1625,N/A,12/21/2018 8:35 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Cottage Grove,African American,Disobeyed Stop Sign,No
1626,N/A,12/22/2018 4:38 PM,Verbal Warning,Male,Traffic sign/signal,5302 S. Woodlawn,Caucasian,Disobeyed traffic control device,No
1627,N/A,12/22/2018 7:31 PM,Verbal Warning,Male,Traffic sign/signal,5000 S. DORCHESTER,Caucasian,Disobeyed Stop Sign,No
1628,N/A,12/22/2018 9:57 PM,Verbal Warning,Male,Lane Violation,5700 S. Maryland,African American,Improper lane usage,No
1629,N/A,12/23/2018 2:10 PM,Verbal Warning,Male,Traffic sign/signal,5700 S. Kenwood,African American,Red Light Violation,No
1630,N/A,12/23/2018 3:48 PM,Verbal Warning,Male,Traffic sign/signal,5100 S. Blackstone,African American,Disobeyed Stop Sign,No
1631,N/A,12/23/2018 5:22 PM,Verbal Warning,Male,Traffic sign/signal,1371 E. 55th Place,Asian,Disobeyed Stop Sign,No
1632,N/A,12/23/2018 6:19 PM,Verbal Warning,Female,Traffic sign/signal,5533 S. Lake Park,African American,Improper Turn,No
